timestamp_ms,x,y,z,timestamp
672483,-0.67,0.0,0.0,1970-01-01 00:11:12.483
672496,2.5,0.06,0.67,1970-01-01 00:11:12.496
672509,2.93,0.0,0.79,1970-01-01 00:11:12.509
672522,1.34,-0.06,0.43,1970-01-01 00:11:12.522
672535,-1.83,-0.24,-0.24,1970-01-01 00:11:12.535
672548,-0.61,-0.24,0.0,1970-01-01 00:11:12.548
672561,1.53,-0.18,0.37,1970-01-01 00:11:12.561
672573,1.16,-0.49,0.31,1970-01-01 00:11:12.573
672586,-0.24,-0.31,0.0,1970-01-01 00:11:12.586
672599,-1.22,-0.49,-0.18,1970-01-01 00:11:12.599
672612,-0.55,-0.37,-0.06,1970-01-01 00:11:12.612
672625,0.49,-0.49,0.18,1970-01-01 00:11:12.625
672638,0.0,-0.43,0.18,1970-01-01 00:11:12.638
672651,-1.22,-0.43,-0.12,1970-01-01 00:11:12.651
672664,-0.73,-0.37,0.06,1970-01-01 00:11:12.664
672677,1.04,-0.12,0.43,1970-01-01 00:11:12.677
672690,2.26,-0.43,0.73,1970-01-01 00:11:12.690
672703,-1.1,-0.24,0.12,1970-01-01 00:11:12.703
672717,-2.14,-0.43,-0.06,1970-01-01 00:11:12.717
672730,-0.79,-0.06,0.12,1970-01-01 00:11:12.730
672744,0.43,-0.31,0.37,1970-01-01 00:11:12.744
672757,-0.61,-0.31,0.12,1970-01-01 00:11:12.757
672770,-1.53,-0.55,-0.06,1970-01-01 00:11:12.770
672784,-1.28,-0.43,0.0,1970-01-01 00:11:12.784
672797,0.85,-0.31,0.49,1970-01-01 00:11:12.797
672810,2.69,-0.31,0.92,1970-01-01 00:11:12.810
672823,-0.79,0.0,0.06,1970-01-01 00:11:12.823
672837,-2.56,-0.79,0.0,1970-01-01 00:11:12.837
672850,-0.43,-0.43,0.67,1970-01-01 00:11:12.850
672863,1.46,-0.12,0.73,1970-01-01 00:11:12.863
672876,1.89,-0.24,0.79,1970-01-01 00:11:12.876
672889,-1.4,-0.37,0.06,1970-01-01 00:11:12.889
672902,-1.46,-0.31,-0.06,1970-01-01 00:11:12.902
672916,1.46,-0.43,0.43,1970-01-01 00:11:12.916
672929,1.4,0.0,0.49,1970-01-01 00:11:12.929
672942,-0.18,0.06,0.18,1970-01-01 00:11:12.942
672955,-0.24,-0.37,0.37,1970-01-01 00:11:12.955
672968,-1.46,0.18,0.06,1970-01-01 00:11:12.968
672981,-1.89,-0.18,0.06,1970-01-01 00:11:12.981
672994,-0.43,0.18,0.24,1970-01-01 00:11:12.994
673008,0.67,0.24,0.31,1970-01-01 00:11:13.008
673021,-0.43,0.37,0.06,1970-01-01 00:11:13.021
673034,-0.43,0.31,0.06,1970-01-01 00:11:13.034
673047,2.01,0.43,0.49,1970-01-01 00:11:13.047
673060,2.99,0.31,0.73,1970-01-01 00:11:13.060
673072,-1.1,0.67,-0.31,1970-01-01 00:11:13.072
673086,-2.56,0.55,-0.79,1970-01-01 00:11:13.086
673099,-1.46,0.49,0.12,1970-01-01 00:11:13.099
673112,4.09,0.49,0.73,1970-01-01 00:11:13.112
673126,3.66,0.49,0.73,1970-01-01 00:11:13.126
673138,-0.79,0.67,-0.06,1970-01-01 00:11:13.138
673152,-0.55,0.61,0.0,1970-01-01 00:11:13.152
673165,1.77,0.67,0.49,1970-01-01 00:11:13.165
673178,1.46,0.67,0.49,1970-01-01 00:11:13.178
673191,1.16,0.67,0.43,1970-01-01 00:11:13.191
673204,2.93,0.61,0.73,1970-01-01 00:11:13.204
673217,3.42,0.49,0.73,1970-01-01 00:11:13.217
673230,0.98,0.49,0.0,1970-01-01 00:11:13.230
673243,0.79,0.49,-0.06,1970-01-01 00:11:13.243
673256,1.53,0.43,0.06,1970-01-01 00:11:13.256
673269,1.46,0.37,0.0,1970-01-01 00:11:13.269
673284,0.24,0.43,-0.24,1970-01-01 00:11:13.284
673298,0.0,0.49,-0.31,1970-01-01 00:11:13.298
673311,1.83,0.49,0.18,1970-01-01 00:11:13.311
673324,2.38,-0.31,0.55,1970-01-01 00:11:13.324
673337,-0.85,0.18,-0.06,1970-01-01 00:11:13.337
673350,-0.61,0.18,-0.06,1970-01-01 00:11:13.350
673364,1.71,0.55,0.31,1970-01-01 00:11:13.364
673377,3.23,0.49,0.67,1970-01-01 00:11:13.377
673389,0.55,0.67,0.06,1970-01-01 00:11:13.389
673402,-0.67,0.61,-0.18,1970-01-01 00:11:13.402
673416,1.89,0.73,0.37,1970-01-01 00:11:13.416
673428,3.54,0.73,0.73,1970-01-01 00:11:13.428
673441,3.48,0.85,0.79,1970-01-01 00:11:13.441
673454,0.79,0.92,0.37,1970-01-01 00:11:13.454
673467,0.31,0.98,0.31,1970-01-01 00:11:13.467
673480,4.27,0.98,1.16,1970-01-01 00:11:13.480
673493,5.0,0.92,1.28,1970-01-01 00:11:13.493
673506,2.93,0.98,0.79,1970-01-01 00:11:13.506
673519,-0.55,0.98,0.12,1970-01-01 00:11:13.519
673532,1.83,0.98,0.61,1970-01-01 00:11:13.532
673545,5.13,0.92,1.22,1970-01-01 00:11:13.545
673559,2.99,0.92,0.73,1970-01-01 00:11:13.559
673572,0.55,0.85,0.24,1970-01-01 00:11:13.572
673585,1.1,0.73,0.24,1970-01-01 00:11:13.585
673597,2.38,0.85,0.49,1970-01-01 00:11:13.597
673611,1.89,0.85,0.31,1970-01-01 00:11:13.611
673624,0.98,0.85,0.06,1970-01-01 00:11:13.624
673637,1.71,0.85,0.31,1970-01-01 00:11:13.637
673650,5.62,0.73,1.16,1970-01-01 00:11:13.650
673663,4.88,0.73,1.04,1970-01-01 00:11:13.663
673677,-2.26,0.85,-0.55,1970-01-01 00:11:13.677
673690,-2.75,0.85,-0.67,1970-01-01 00:11:13.690
673703,3.11,0.67,0.55,1970-01-01 00:11:13.703
673716,3.54,0.73,0.67,1970-01-01 00:11:13.716
673729,1.28,0.73,0.24,1970-01-01 00:11:13.729
673742,0.73,0.61,-0.06,1970-01-01 00:11:13.742
673755,2.69,0.55,0.31,1970-01-01 00:11:13.755
673768,0.31,0.61,-0.06,1970-01-01 00:11:13.768
673782,-2.32,0.67,-0.61,1970-01-01 00:11:13.782
673795,-1.95,0.67,-0.55,1970-01-01 00:11:13.795
673808,2.62,0.55,0.37,1970-01-01 00:11:13.808
673821,2.56,0.67,0.43,1970-01-01 00:11:13.821
673833,0.43,0.73,0.18,1970-01-01 00:11:13.833
673846,0.67,0.67,0.31,1970-01-01 00:11:13.846
673859,1.34,0.61,0.37,1970-01-01 00:11:13.859
673872,0.73,0.61,0.18,1970-01-01 00:11:13.872
673885,0.55,0.61,0.06,1970-01-01 00:11:13.885
673898,0.18,0.61,-0.24,1970-01-01 00:11:13.898
673911,-0.12,0.55,-0.37,1970-01-01 00:11:13.911
673924,0.06,0.55,-0.43,1970-01-01 00:11:13.924
673937,2.26,0.49,0.12,1970-01-01 00:11:13.937
673950,2.32,0.55,0.24,1970-01-01 00:11:13.950
673963,0.31,0.55,0.0,1970-01-01 00:11:13.963
673976,-0.55,0.61,-0.06,1970-01-01 00:11:13.976
673989,-1.16,0.67,-0.12,1970-01-01 00:11:13.989
674002,0.06,1.04,0.12,1970-01-01 00:11:14.002
674015,2.2,1.04,0.61,1970-01-01 00:11:14.015
674028,2.75,0.92,0.67,1970-01-01 00:11:14.028
674041,2.2,0.73,0.49,1970-01-01 00:11:14.041
674054,1.53,0.55,0.31,1970-01-01 00:11:14.054
674067,-0.31,0.67,-0.24,1970-01-01 00:11:14.067
674079,0.31,0.61,-0.12,1970-01-01 00:11:14.079
674092,1.16,0.55,0.0,1970-01-01 00:11:14.092
674105,-0.31,0.55,-0.24,1970-01-01 00:11:14.105
674118,-0.49,0.49,-0.31,1970-01-01 00:11:14.118
674131,1.77,0.49,0.37,1970-01-01 00:11:14.131
674144,1.77,0.49,0.43,1970-01-01 00:11:14.144
674157,0.49,0.55,0.18,1970-01-01 00:11:14.157
674170,-0.06,0.55,-0.06,1970-01-01 00:11:14.170
674183,1.4,0.49,0.18,1970-01-01 00:11:14.183
674196,0.31,0.55,-0.12,1970-01-01 00:11:14.196
674209,-1.16,0.43,-0.43,1970-01-01 00:11:14.209
674223,-1.22,0.55,-0.31,1970-01-01 00:11:14.223
674236,1.22,0.55,0.12,1970-01-01 00:11:14.236
674249,1.34,0.55,0.0,1970-01-01 00:11:14.249
674262,3.36,0.37,0.37,1970-01-01 00:11:14.262
674275,1.71,0.49,0.06,1970-01-01 00:11:14.275
674288,-2.2,0.61,-0.85,1970-01-01 00:11:14.288
674301,-0.31,0.67,-0.18,1970-01-01 00:11:14.301
674314,3.36,0.49,0.67,1970-01-01 00:11:14.314
674327,2.87,0.61,0.73,1970-01-01 00:11:14.327
674340,1.46,0.61,0.49,1970-01-01 00:11:14.340
674353,-0.43,0.61,0.12,1970-01-01 00:11:14.353
674366,-1.46,1.53,-0.18,1970-01-01 00:11:14.366
674380,1.28,1.46,0.24,1970-01-01 00:11:14.380
674393,4.52,0.73,0.55,1970-01-01 00:11:14.393
674405,1.65,0.43,-0.06,1970-01-01 00:11:14.405
674419,-2.56,0.55,-0.85,1970-01-01 00:11:14.419
674432,-0.92,0.43,-0.49,1970-01-01 00:11:14.432
674445,1.34,0.49,-0.06,1970-01-01 00:11:14.445
674458,1.95,0.37,0.0,1970-01-01 00:11:14.458
674471,1.22,0.49,-0.12,1970-01-01 00:11:14.471
674484,0.79,0.55,0.0,1970-01-01 00:11:14.484
674497,0.79,0.55,0.12,1970-01-01 00:11:14.497
674510,0.79,0.55,0.12,1970-01-01 00:11:14.510
674523,0.55,0.55,0.06,1970-01-01 00:11:14.523
674536,0.67,0.61,0.06,1970-01-01 00:11:14.536
674549,1.4,0.61,0.0,1970-01-01 00:11:14.549
674562,0.79,0.37,-0.12,1970-01-01 00:11:14.562
674575,0.73,0.61,-0.18,1970-01-01 00:11:14.575
674588,2.2,0.37,0.18,1970-01-01 00:11:14.588
674601,1.77,0.49,0.0,1970-01-01 00:11:14.601
674615,-0.43,0.43,-0.43,1970-01-01 00:11:14.615
674628,-0.24,0.43,-0.31,1970-01-01 00:11:14.628
674641,0.49,0.49,0.0,1970-01-01 00:11:14.641
674654,0.67,0.49,0.12,1970-01-01 00:11:14.654
674666,-0.06,0.49,0.0,1970-01-01 00:11:14.666
674679,0.61,0.55,0.18,1970-01-01 00:11:14.679
674692,1.65,0.55,0.49,1970-01-01 00:11:14.692
674705,1.83,0.49,0.49,1970-01-01 00:11:14.705
674718,-0.55,0.55,-0.12,1970-01-01 00:11:14.718
674731,-0.24,0.49,-0.12,1970-01-01 00:11:14.731
674744,1.16,0.43,0.06,1970-01-01 00:11:14.744
674757,0.37,0.43,-0.12,1970-01-01 00:11:14.757
674770,-0.49,0.49,-0.31,1970-01-01 00:11:14.770
674785,0.98,0.49,0.0,1970-01-01 00:11:14.785
674798,2.2,0.43,0.24,1970-01-01 00:11:14.798
674811,0.18,0.49,-0.06,1970-01-01 00:11:14.811
674824,-0.79,0.55,-0.24,1970-01-01 00:11:14.824
674837,0.73,0.49,0.18,1970-01-01 00:11:14.837
674850,2.2,0.55,0.49,1970-01-01 00:11:14.850
674863,2.38,0.55,0.55,1970-01-01 00:11:14.863
674876,-3.6,0.73,-0.73,1970-01-01 00:11:14.876
674889,-1.04,0.61,-0.18,1970-01-01 00:11:14.889
674902,2.93,0.55,0.55,1970-01-01 00:11:14.902
674915,1.77,0.49,0.24,1970-01-01 00:11:14.915
674928,-0.06,0.55,-0.12,1970-01-01 00:11:14.928
674941,-0.18,0.49,-0.18,1970-01-01 00:11:14.941
674954,1.89,0.55,0.24,1970-01-01 00:11:14.954
674967,1.1,0.49,0.06,1970-01-01 00:11:14.967
674980,-1.46,0.55,-0.43,1970-01-01 00:11:14.980
674994,-2.32,0.49,-0.24,1970-01-01 00:11:14.994
675007,2.08,0.49,0.49,1970-01-01 00:11:15.007
675019,3.05,0.49,0.73,1970-01-01 00:11:15.019
675033,-0.55,0.55,0.0,1970-01-01 00:11:15.033
675045,-0.85,0.55,-0.12,1970-01-01 00:11:15.045
675059,0.31,0.61,0.31,1970-01-01 00:11:15.059
675071,1.4,0.55,0.31,1970-01-01 00:11:15.071
675084,0.0,0.55,-0.06,1970-01-01 00:11:15.084
675098,-0.98,0.55,-0.37,1970-01-01 00:11:15.098
675111,0.31,0.43,-0.06,1970-01-01 00:11:15.111
675124,1.53,0.49,0.24,1970-01-01 00:11:15.124
675137,0.73,0.49,0.12,1970-01-01 00:11:15.137
675150,-0.18,0.55,-0.06,1970-01-01 00:11:15.150
675163,0.37,0.55,0.06,1970-01-01 00:11:15.163
675175,0.98,0.67,0.24,1970-01-01 00:11:15.175
675189,1.59,0.92,0.49,1970-01-01 00:11:15.189
675202,1.71,0.79,0.37,1970-01-01 00:11:15.202
675215,0.79,0.73,0.18,1970-01-01 00:11:15.215
675228,-0.18,0.61,-0.12,1970-01-01 00:11:15.228
675241,0.49,0.61,0.0,1970-01-01 00:11:15.241
675254,1.22,0.61,0.06,1970-01-01 00:11:15.254
675267,0.73,0.67,-0.06,1970-01-01 00:11:15.267
675280,0.12,0.73,-0.24,1970-01-01 00:11:15.280
675293,1.1,0.85,0.12,1970-01-01 00:11:15.293
675306,2.32,0.98,0.43,1970-01-01 00:11:15.306
675319,2.08,0.92,0.49,1970-01-01 00:11:15.319
675332,0.73,0.85,0.24,1970-01-01 00:11:15.332
675347,0.0,0.98,0.37,1970-01-01 00:11:15.347
675361,1.65,0.98,0.55,1970-01-01 00:11:15.361
675374,2.2,0.98,0.67,1970-01-01 00:11:15.374
675387,0.92,0.79,0.24,1970-01-01 00:11:15.387
675400,0.73,0.79,0.24,1970-01-01 00:11:15.400
675413,1.46,0.61,0.24,1970-01-01 00:11:15.413
675426,1.53,0.61,0.18,1970-01-01 00:11:15.426
675439,1.77,0.49,0.12,1970-01-01 00:11:15.439
675452,0.98,0.55,-0.06,1970-01-01 00:11:15.452
675465,0.43,0.49,-0.12,1970-01-01 00:11:15.465
675478,1.59,0.43,0.12,1970-01-01 00:11:15.478
675491,2.01,0.37,0.18,1970-01-01 00:11:15.491
675504,1.04,0.43,0.06,1970-01-01 00:11:15.504
675517,-0.37,0.43,-0.06,1970-01-01 00:11:15.517
675530,0.43,0.49,0.18,1970-01-01 00:11:15.530
675543,2.32,0.43,0.73,1970-01-01 00:11:15.543
675556,1.71,0.37,0.61,1970-01-01 00:11:15.556
675569,0.43,0.37,0.31,1970-01-01 00:11:15.569
675582,0.49,0.37,0.24,1970-01-01 00:11:15.582
675595,1.95,0.31,0.49,1970-01-01 00:11:15.595
675608,0.67,0.24,0.12,1970-01-01 00:11:15.608
675621,-0.43,0.24,-0.18,1970-01-01 00:11:15.621
675634,-0.73,0.31,-0.24,1970-01-01 00:11:15.634
675647,1.04,0.24,0.06,1970-01-01 00:11:15.647
675660,0.92,0.24,0.12,1970-01-01 00:11:15.660
675673,-1.46,0.37,-0.31,1970-01-01 00:11:15.673
675686,-1.04,0.31,-0.18,1970-01-01 00:11:15.686
675699,0.55,0.37,0.24,1970-01-01 00:11:15.699
675712,1.89,0.37,0.79,1970-01-01 00:11:15.712
675725,0.31,0.49,0.49,1970-01-01 00:11:15.725
675738,-1.22,0.43,0.0,1970-01-01 00:11:15.738
675751,0.0,0.43,0.24,1970-01-01 00:11:15.751
675764,1.28,0.31,0.43,1970-01-01 00:11:15.764
675776,0.18,0.43,0.06,1970-01-01 00:11:15.776
675789,-0.12,0.43,-0.06,1970-01-01 00:11:15.789
675803,1.71,0.43,0.24,1970-01-01 00:11:15.803
675816,2.62,0.43,0.43,1970-01-01 00:11:15.816
675829,2.08,0.43,0.31,1970-01-01 00:11:15.829
675841,-0.67,0.49,-0.24,1970-01-01 00:11:15.841
675854,-0.92,0.49,-0.31,1970-01-01 00:11:15.854
675868,1.71,0.49,0.24,1970-01-01 00:11:15.868
675881,1.77,0.49,0.31,1970-01-01 00:11:15.881
675894,0.67,0.55,0.06,1970-01-01 00:11:15.894
675907,0.06,0.61,-0.12,1970-01-01 00:11:15.907
675920,2.08,0.55,0.24,1970-01-01 00:11:15.920
675933,4.09,0.37,0.61,1970-01-01 00:11:15.933
675946,-0.12,0.43,-0.37,1970-01-01 00:11:15.946
675959,-3.97,0.55,-1.28,1970-01-01 00:11:15.959
675972,-0.31,0.43,-0.55,1970-01-01 00:11:15.972
675985,3.05,0.37,0.18,1970-01-01 00:11:15.985
675999,1.34,0.55,0.0,1970-01-01 00:11:15.999
676011,-1.28,0.67,-0.49,1970-01-01 00:11:16.011
676024,-1.65,0.67,15.08,1970-01-01 00:11:16.024
676038,3.23,0.55,0.61,1970-01-01 00:11:16.038
676050,3.23,0.43,0.61,1970-01-01 00:11:16.050
676063,-1.89,0.61,-0.43,1970-01-01 00:11:16.063
676076,-1.83,0.61,-0.43,1970-01-01 00:11:16.076
676090,0.37,0.43,0.43,1970-01-01 00:11:16.090
676103,2.93,0.49,0.49,1970-01-01 00:11:16.103
676116,1.4,0.49,0.24,1970-01-01 00:11:16.116
676129,-0.73,0.55,-0.24,1970-01-01 00:11:16.129
676142,0.37,0.43,0.0,1970-01-01 00:11:16.142
676155,1.22,0.43,0.12,1970-01-01 00:11:16.155
676168,0.55,0.43,0.0,1970-01-01 00:11:16.168
676181,0.0,0.43,-0.18,1970-01-01 00:11:16.181
676195,-4.33,0.43,-0.92,1970-01-01 00:11:16.195
676210,-2.14,0.67,1.59,1970-01-01 00:11:16.210
676225,10.93,0.24,2.56,1970-01-01 00:11:16.225
676237,2.75,0.43,0.73,1970-01-01 00:11:16.237
676250,-8.79,0.67,-1.83,1970-01-01 00:11:16.250
676264,0.43,0.43,0.12,1970-01-01 00:11:16.264
676277,6.41,0.31,1.46,1970-01-01 00:11:16.277
676290,-1.16,0.55,-0.18,1970-01-01 00:11:16.290
676303,-5.98,0.61,-1.22,1970-01-01 00:11:16.303
676316,0.24,0.49,-0.18,1970-01-01 00:11:16.316
676329,4.64,0.43,0.79,1970-01-01 00:11:16.329
676342,1.53,0.55,0.24,1970-01-01 00:11:16.342
676355,-0.92,0.67,-0.31,1970-01-01 00:11:16.355
676368,15.56,0.55,0.43,1970-01-01 00:11:16.368
676381,4.21,0.49,0.67,1970-01-01 00:11:16.381
676394,1.77,0.49,0.12,1970-01-01 00:11:16.394
676407,-4.7,0.55,-1.34,1970-01-01 00:11:16.407
676421,-2.44,0.55,-0.85,1970-01-01 00:11:16.421
676434,5.07,0.55,0.85,1970-01-01 00:11:16.434
676447,4.39,0.61,0.85,1970-01-01 00:11:16.447
676460,1.1,0.67,0.24,1970-01-01 00:11:16.460
676473,0.55,0.61,0.06,1970-01-01 00:11:16.473
676486,3.23,0.49,0.55,1970-01-01 00:11:16.486
676499,0.12,0.55,-0.18,1970-01-01 00:11:16.499
676512,-3.17,0.49,-0.85,1970-01-01 00:11:16.512
676525,-3.17,0.55,-0.85,1970-01-01 00:11:16.525
676538,3.3,0.43,0.55,1970-01-01 00:11:16.538
676551,4.15,0.49,0.73,1970-01-01 00:11:16.551
676564,-0.24,0.49,-0.12,1970-01-01 00:11:16.564
676577,-1.4,0.37,-0.31,1970-01-01 00:11:16.577
676590,-0.92,0.12,-0.18,1970-01-01 00:11:16.590
676603,0.61,0.37,0.18,1970-01-01 00:11:16.603
676616,0.98,0.37,0.24,1970-01-01 00:11:16.616
676629,0.06,0.43,0.12,1970-01-01 00:11:16.629
676642,-0.31,0.49,0.06,1970-01-01 00:11:16.642
676655,-0.24,0.43,0.06,1970-01-01 00:11:16.655
676668,1.1,0.43,0.31,1970-01-01 00:11:16.668
676681,1.89,0.37,0.49,1970-01-01 00:11:16.681
676694,-0.12,0.37,0.0,1970-01-01 00:11:16.694
676707,-1.83,0.43,-0.43,1970-01-01 00:11:16.707
676720,-1.53,0.37,-0.43,1970-01-01 00:11:16.720
676733,1.53,0.37,0.18,1970-01-01 00:11:16.733
676746,1.1,0.37,0.12,1970-01-01 00:11:16.746
676759,-0.49,0.49,-0.18,1970-01-01 00:11:16.759
676773,1.04,0.43,0.12,1970-01-01 00:11:16.773
676786,2.38,0.43,0.49,1970-01-01 00:11:16.786
676799,1.53,0.55,0.31,1970-01-01 00:11:16.799
676812,0.43,0.49,0.06,1970-01-01 00:11:16.812
676824,-2.62,0.55,-0.73,1970-01-01 00:11:16.824
676838,-0.85,0.55,-0.37,1970-01-01 00:11:16.838
676851,2.01,0.43,0.49,1970-01-01 00:11:16.851
676865,1.34,0.55,0.18,1970-01-01 00:11:16.865
676878,-0.18,0.55,-0.12,1970-01-01 00:11:16.878
676891,1.53,0.43,0.18,1970-01-01 00:11:16.891
676904,2.44,0.43,0.31,1970-01-01 00:11:16.904
676917,0.31,0.43,-0.24,1970-01-01 00:11:16.917
676930,-1.4,0.49,-0.55,1970-01-01 00:11:16.930
676944,-1.59,0.55,-0.49,1970-01-01 00:11:16.944
676957,2.32,0.49,0.49,1970-01-01 00:11:16.957
676970,3.72,0.55,0.79,1970-01-01 00:11:16.970
676983,-1.95,0.49,-0.43,1970-01-01 00:11:16.983
676996,-5.62,0.67,-1.22,1970-01-01 00:11:16.996
677009,4.52,0.43,1.04,1970-01-01 00:11:17.009
677022,5.55,0.43,1.34,1970-01-01 00:11:17.022
677035,0.85,0.61,0.37,1970-01-01 00:11:17.035
677048,-1.83,0.61,-0.31,1970-01-01 00:11:17.048
677061,0.98,0.49,0.12,1970-01-01 00:11:17.061
677074,2.81,0.37,0.43,1970-01-01 00:11:17.074
677087,0.49,0.43,-0.18,1970-01-01 00:11:17.087
677100,-1.95,0.49,-0.79,1970-01-01 00:11:17.100
677113,-0.43,0.37,-0.55,1970-01-01 00:11:17.113
677127,2.26,0.37,0.12,1970-01-01 00:11:17.127
677140,1.71,0.43,0.31,1970-01-01 00:11:17.140
677152,0.0,0.43,0.0,1970-01-01 00:11:17.152
677165,-1.1,0.61,-0.18,1970-01-01 00:11:17.165
677179,0.98,0.61,0.43,1970-01-01 00:11:17.179
677191,1.46,0.61,0.55,1970-01-01 00:11:17.191
677204,-15.5,0.67,-0.06,1970-01-01 00:11:17.204
677217,-0.24,0.67,0.0,1970-01-01 00:11:17.217
677230,1.71,0.67,0.31,1970-01-01 00:11:17.230
677243,2.26,0.55,0.18,1970-01-01 00:11:17.243
677256,0.73,0.55,-0.24,1970-01-01 00:11:17.256
677269,0.61,0.49,-0.43,1970-01-01 00:11:17.269
677282,0.67,0.43,-0.49,1970-01-01 00:11:17.282
677295,0.06,0.37,-0.61,1970-01-01 00:11:17.295
677308,-0.49,0.43,-0.49,1970-01-01 00:11:17.308
677322,0.0,0.49,-0.24,1970-01-01 00:11:17.322
677335,0.73,0.61,0.31,1970-01-01 00:11:17.335
677348,1.53,0.67,0.61,1970-01-01 00:11:17.348
677360,2.38,0.67,0.85,1970-01-01 00:11:17.360
677373,2.26,0.67,0.79,1970-01-01 00:11:17.373
677386,0.18,0.61,0.31,1970-01-01 00:11:17.386
677400,-2.99,0.61,-0.61,1970-01-01 00:11:17.400
677413,-0.18,0.55,-0.12,1970-01-01 00:11:17.413
677426,2.87,0.43,0.55,1970-01-01 00:11:17.426
677439,-2.2,0.85,-0.55,1970-01-01 00:11:17.439
677452,5.8,0.43,1.1,1970-01-01 00:11:17.452
677465,0.61,0.43,-0.37,1970-01-01 00:11:17.465
677478,-7.87,0.61,-2.38,1970-01-01 00:11:17.478
677491,-6.1,0.49,-2.08,1970-01-01 00:11:17.491
677505,7.81,0.24,1.34,1970-01-01 00:11:17.505
677518,3.78,0.49,0.73,1970-01-01 00:11:17.518
677531,-6.29,0.85,-1.1,1970-01-01 00:11:17.531
677544,-0.73,0.73,0.12,1970-01-01 00:11:17.544
677558,8.0,0.49,1.89,1970-01-01 00:11:17.558
677571,1.28,0.61,0.43,1970-01-01 00:11:17.571
677584,-6.29,0.79,-1.22,1970-01-01 00:11:17.584
677597,0.55,0.61,0.06,1970-01-01 00:11:17.597
677610,7.26,0.43,1.34,1970-01-01 00:11:17.610
677623,0.98,0.49,-0.18,1970-01-01 00:11:17.623
677636,-5.68,0.55,-1.65,1970-01-01 00:11:17.636
677649,-5.8,0.67,-1.71,1970-01-01 00:11:17.649
677662,5.74,0.31,0.85,1970-01-01 00:11:17.662
677675,4.94,0.37,0.73,1970-01-01 00:11:17.675
677688,-4.15,0.55,-1.04,1970-01-01 00:11:17.688
677701,-2.93,0.61,-0.67,1970-01-01 00:11:17.701
677714,1.89,0.49,0.43,1970-01-01 00:11:17.714
677727,3.85,0.49,0.98,1970-01-01 00:11:17.727
677740,-1.04,0.61,-0.06,1970-01-01 00:11:17.740
677753,-2.2,0.61,-0.31,1970-01-01 00:11:17.753
677766,1.46,0.49,0.37,1970-01-01 00:11:17.766
677779,3.17,0.49,0.67,1970-01-01 00:11:17.779
677792,-0.12,0.49,-0.18,1970-01-01 00:11:17.792
677805,-0.43,0.49,-0.24,1970-01-01 00:11:17.805
677818,1.83,0.43,0.06,1970-01-01 00:11:17.818
677831,2.2,0.37,0.12,1970-01-01 00:11:17.831
677844,0.92,0.43,-0.12,1970-01-01 00:11:17.844
677857,-2.01,0.55,-0.61,1970-01-01 00:11:17.857
677870,-1.04,0.49,-0.37,1970-01-01 00:11:17.870
677883,2.81,0.49,0.67,1970-01-01 00:11:17.883
677896,2.14,0.49,0.55,1970-01-01 00:11:17.896
677910,-15.5,0.55,0.0,1970-01-01 00:11:17.910
677925,0.61,0.49,0.18,1970-01-01 00:11:17.925
677938,0.24,0.49,0.0,1970-01-01 00:11:17.938
677951,-0.06,0.49,-0.06,1970-01-01 00:11:17.951
677964,0.0,0.49,-0.12,1970-01-01 00:11:17.964
677977,0.06,0.49,-0.18,1970-01-01 00:11:17.977
677991,1.22,0.43,0.12,1970-01-01 00:11:17.991
678004,0.67,0.43,0.0,1970-01-01 00:11:18.004
678017,-0.92,0.49,-0.31,1970-01-01 00:11:18.017
678030,-0.18,0.49,-0.12,1970-01-01 00:11:18.030
678043,1.28,0.49,0.24,1970-01-01 00:11:18.043
678056,-0.24,0.55,-0.06,1970-01-01 00:11:18.056
678069,-0.31,0.55,-0.12,1970-01-01 00:11:18.069
678083,1.1,0.55,0.12,1970-01-01 00:11:18.083
678096,1.83,0.49,0.31,1970-01-01 00:11:18.096
678108,0.98,0.49,0.18,1970-01-01 00:11:18.108
678121,0.61,0.49,0.12,1970-01-01 00:11:18.121
678135,0.24,0.43,0.0,1970-01-01 00:11:18.135
678149,0.0,0.43,-0.12,1970-01-01 00:11:18.149
678163,-0.79,0.43,-0.31,1970-01-01 00:11:18.163
678177,-0.49,0.43,-0.24,1970-01-01 00:11:18.177
678192,1.65,0.43,0.31,1970-01-01 00:11:18.192
678205,2.2,0.43,0.43,1970-01-01 00:11:18.205
678218,0.31,0.43,0.06,1970-01-01 00:11:18.218
678231,-0.55,0.49,-0.06,1970-01-01 00:11:18.231
678245,0.12,0.49,0.06,1970-01-01 00:11:18.245
678258,0.31,0.43,0.06,1970-01-01 00:11:18.258
678271,0.0,0.49,0.0,1970-01-01 00:11:18.271
678284,0.73,0.55,0.18,1970-01-01 00:11:18.284
678297,1.59,0.49,0.37,1970-01-01 00:11:18.297
678310,0.85,0.49,0.12,1970-01-01 00:11:18.310
678323,0.24,0.49,-0.06,1970-01-01 00:11:18.323
678336,-0.18,0.49,-0.18,1970-01-01 00:11:18.336
678349,1.04,0.43,0.06,1970-01-01 00:11:18.349
678362,0.18,0.49,-0.12,1970-01-01 00:11:18.362
678375,0.24,0.49,-0.12,1970-01-01 00:11:18.375
678388,1.28,0.49,0.12,1970-01-01 00:11:18.388
678401,1.53,0.49,0.24,1970-01-01 00:11:18.401
678414,-0.73,0.49,-0.18,1970-01-01 00:11:18.414
